# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# A "wide" version of `edstats_2019.csv` (the most recent indicators).
"CountryName","HD.HCI.AMRT","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.EYRS","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.HLOS","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.MORT","HD.HCI.MORT.FE","HD.HCI.MORT.MA","HD.HCI.OVRL","HD.HCI.OVRL.FE","HD.HCI.OVRL.MA","IT.CMP.PCMP.P2","IT.NET.USER.P2","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","NY.GDP.MKTP.CD","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GNP.PCAP.CD","NY.GNP.PCAP.PP.CD","SE.COM.DURS","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SE.PRM.CMPT.ZS","SE.PRM.ENRL.TC.ZS","SE.PRM.ENRR","SE.PRM.ENRR.FE","SE.PRM.ENRR.MA","SE.PRM.NENR","SE.PRM.NENR.FE","SE.PRM.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.ENRL.TC.ZS","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.SEC.NENR","SE.SEC.NENR.MA","SE.SEC.PRIV.ZS","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","SE.TER.PRIV.ZS","SE.XPD.TOTL.GD.ZS","SL.TLF.ADVN.FE.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.ZS","SP.POP.TOTL","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.MA.IN","UIS.PTRHC.56","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","UIS.X.PPP.1.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.1.FSGOV","UIS.X.US.2T3.FSGOV","UIS.X.US.5T8.FSGOV","UIS.XGDP.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.XGDP.56.FSGOV","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.US.5T8.FSGOV.FFNTR"
"Serbia",0.8883,0.9242,0.8528,13.37,13.44,13.3,521,523,520,0.9943,0.9948,0.9938,0.755,0.771,0.74,NA,73.36070915,448.283056298284,446.80273225938,449.708252299951,439.466341206059,457.91009072369,421.709446514442,439.873889462623,442.424519356503,437.418246352766,50597289146.7041,7246.73165586437,17434.916125391,6390,16540,8,98.85853,98.59188,98.72127,14.2927,100.30193,100.31749,100.28731,94.55098,94.58089,94.52288,0.19006,7.946,95.08724,95.56466,94.63583,92.06535,91.62383,0.76633,67.15866,78.25281,56.69626,12.66493,3.71509,72.8182983398438,72.1042022705078,72.4933013916016,6955000,3548000,3407000,128822,265956,137134,272989,561701,288712,22.06857,547577,265802,281775,1818.90638,918.12673,1282.91564,680.78764,343.64019,490.59018,1.71792,0.86715,1.11193,43.65488,11.11718,29.78442,6514.24102,1658.9214,4894.60695,2438.17648,620.90782,1871.71005
"Seychelles",0.8399,0.9119,0.7703,13.68,13.75,13.6,463,NA,NA,0.9858,0.987,0.9847,0.678,NA,NA,NA,58.76981124,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590180446.19384,16433.9352865158,30557.0757169393,15600,29120,10,105.19663,98.65772,101.85312,14.48826,100.37949,103.31627,97.58985,92.21011,NA,NA,11.64398,10.7789,81.44791,84.19527,78.80993,80.06115,77.63271,12.89717,17.07985,23.30402,11.23562,100,4.41832,84.7245025634766,88.6350021362305,86.6484985351563,97000,47000,50000,4550,9349,4799,4563,9318,4755,17.54688,14587,7120,7467,35.38812,31.42772,25.04491,19.28181,17.12393,13.64614,1.35072,1.19955,0.95593,14.19805,15.29976,70.70674,3928.95726,4233.83034,19566.33529,2140.75869,2306.87393,10661.04809
"Sierra Leone",0.6104,0.6166,0.6041,8.95,8.91,9,316,314,318,0.8895,0.8956,0.8837,0.351,0.351,0.35,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4085114794.22324,533.991184258936,1601.97402885788,490,1490,9,82.85494,80.71673,81.78534,27.52246,112.75457,114.68657,110.82291,98.11179,95.49615,94.74157,5.87448,22.04465,41.79632,41.0624,42.52909,41.76675,42.52242,10.0575,NA,NA,NA,NA,7.13846,62.421501159668,74.8719024658203,69.9830017089844,7813000,3915000,3898000,615540,1231773,616233,616084,1234517,618433,NA,1760674,879896,880778,271.67818,179.27716,405.92346,88.58665,58.45727,132.36028,2.2147,1.46145,3.30905,12.36935,14.26684,NA,198.34317,220.3413,NA,64.67416,71.24586,NA
"Singapore",0.9503,0.9619,0.9387,13.89,13.9,13.87,581,585,577,0.9972,0.9974,0.9969,0.884,0.899,0.871,NA,88.16563603,569.007779801712,566.893618836557,571.041480022562,549.464707794461,561.293509335444,538.086086817733,550.936899986808,549.148637945747,552.657104345787,364156657769.87,64581.9440183954,101531.630228067,58770,94670,6,99.25125,99.26496,99.25824,14.69428,100.62695,100.57172,100.67982,99.66959,NA,NA,3.87721,11.47558,107.5746,107.00024,108.12294,99.78462,99.7717,4.9796,84.79291,91.19697,78.93885,27.7399,2.85435,NA,94.0999984741211,88.6500015258789,5710000,2721000,2989000,114041,233191,119150,77783,159256,81473,13.34167,233191,114041,119150,3795.98528,3546.52651,4200.87221,2354.50308,2199.77343,2605.6388,0.74025,0.6916,0.81921,17.51811,21.63771,23.54145,16020.66861,19788.12393,21529.13366,9937.00205,12273.80909,13353.69019
"Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,126.08696,120.15504,123.09198,11.27358,128.16312,128.86671,127.48977,NA,NA,NA,NA,7.57821,90.55407,88.51175,92.69126,69.75968,67.82787,92.72056,5.90923,8.96226,2.6465,100,NA,NA,NA,NA,39689,NA,NA,1510,3065,1555,1225,2499,1274,3.59259,7302,3607,3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovak Republic",0.8919,0.9368,0.8481,12.97,12.97,12.96,500,503,498,0.9944,0.9949,0.9938,0.694,0.718,0.671,NA,80.66033556,486.164854293562,483.90195629023,488.4590582843,457.983967040748,475.07977770816,440.651644947427,464.047578343491,466.838607046394,461.217937246528,105904632155.755,19442.7057620693,33736.400937172,18260,33060,10,92.26225,91.56589,91.90563,15.53919,98.73205,98.43949,99.01099,83.09318,84.10775,82.12587,7.70094,11.06981,91.06786,91.6302,90.53334,84.75751,84.23779,11.51649,46.63439,56.63234,37.10983,13.30488,3.90267,70.2762985229492,77.8992004394531,73.6304016113281,5448000,2796000,2652000,112241,229829,117588,236609,485315,248706,12.78663,555454,271052,284402,1454.76136,2762.32635,1394.52312,778.99766,1479.1744,746.7412,0.86701,1.6463,0.83111,20.69563,19.95033,25.87951,6394.11949,6163.85086,7995.73012,3423.93209,3300.62751,4281.56479
"Slovenia",0.9306,0.9564,0.9065,13.64,13.67,13.61,532,538,526,0.9979,0.998,0.9977,0.788,0.811,0.766,NA,79.7499766,508.897544084895,508.590193393517,509.190392560868,495.345615126036,516.711050625206,474.988298874665,507.006545970774,511.999066011619,502.249595925608,54007972106.4629,26123.9738694646,38048.7846591976,24580,37450,9,95.38961,95.9886,95.69825,13.80157,100.39674,100.56636,100.23723,98.26288,98.82186,97.50905,0.85082,9.69943,115.60043,117.05903,114.23953,95.68577,94.81207,4.12385,78.589,93.0217,64.94869,14.98737,4.80289,80.2705993652344,79.2157974243164,79.8134994506836,2067000,1038000,1029000,62388,128676,66288,62827,129746,66919,11.30358,181889,88180,93709,946.73315,1135.94538,649.69356,616.74545,740.00699,423.24022,1.38156,1.65768,0.94809,23.51627,22.94501,24.1779,7803.63715,7614.07045,8023.19364,5083.64762,4960.15517,5226.6768
"Small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.68736,85.50378,86.57324,22.18372,106.49445,105.53786,107.42333,85.68541,86.14369,85.24041,20.8281,14.52619,71.59381,72.90704,70.33123,58.13102,57.54649,18.17489,19.83303,24.43143,15.68746,NA,NA,NA,NA,NA,NA,NA,NA,2296713,4661916,2365203,1982455,4044416,2061961,NA,5127218,2524285,2602933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solomon Islands",0.8586,0.8784,0.8396,9.22,9.07,9.36,362,373,351,0.9794,0.9815,0.9775,0.443,0.451,0.435,NA,11.92422906,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395608472.01325,2137.69069539357,2422.81953266746,2020,2320,NA,89.74324,84.01317,86.78567,25.41046,106.20649,105.99196,106.4076,67.47257,67.82703,67.14029,24.7107,25.92408,48.31938,47.02147,49.51903,NA,NA,29.84638,NA,NA,NA,NA,9.86063,92.2319030761719,96.8548965454102,94.6561965942383,670000,329000,341000,49703,102712,53009,48587,100500,51913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.004048698,NA,NA,NA,NA,NA,NA,NA,NA,NA,4720727278.18833,314.544165670763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15443000,7743000,7700000,1323214,2662863,1339649,1113005,2235348,1122343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Africa",0.6826,0.7415,0.6211,9.31,9.27,9.36,343,359,328,0.9629,0.967,0.9591,0.406,0.408,0.362,NA,56.16739447,NA,NA,NA,NA,NA,NA,NA,NA,NA,368288939768.322,6374.02819575944,13686.8823613158,5750,13250,9,88.06849,86.45425,87.25533,30.3322,100.86473,99.1387,102.5566,87.01258,86.70383,87.31522,3.14623,27.61705,104.69798,109.03226,100.42464,71.92661,65.42324,4.22309,22.36603,26.37453,18.41968,7.0817,6.15899,79.1159973144531,85.5319976806641,82.0192031860352,58558000,29699000,28859000,3867092,7815423,3948331,2438880,4911133,2472253,NA,9641171,4774191,4866980,18315.59554,14539.98515,7209.08654,8335.32603,6617.06666,3280.81533,2.38651,1.89455,0.93934,17.94111,21.375,47.9767,2415.61904,2877.96261,6459.65657,1099.33484,1309.74484,2939.7539
"South Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0991840496482,NA,NA,NA,NA,NA,NA,NA,NA,NA,3452423671397.97,1902.8026286069,7084.49097493871,1923.19877362894,7073.52390169209,NA,92.61461,91.19857,91.87583,33.24669,110.63815,114.84832,106.77733,87.76227,86.84744,88.60119,32.44781,27.19053,69.29614,69.43014,69.17482,60.5279,60.93505,50.86457,24.19059,24.34024,24.05486,NA,2.50031995773315,31.2522103205759,80.5241332782461,60.1009271453641,1835731000,887921000,947811000,84135347,175883816,91748469,115483364,243040091,127556727,NA,285607973,136208575,149399398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Asia (IDA & IBRD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.61461,91.19857,91.87583,33.24669,110.63815,114.84832,106.77733,87.76227,86.84744,88.60119,32.44781,27.19053,69.29614,69.43014,69.17482,60.5279,60.93505,50.86457,24.19059,24.34024,24.05486,NA,NA,NA,NA,NA,NA,NA,NA,84135347,175883816,91748469,115483364,243040091,127556727,NA,285607973,136208575,149399398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan",0.6836,0.696,0.671,4.24,3.55,4.9,336,NA,NA,0.9036,0.9083,0.8994,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11804406779.661,1044.99167812506,2029.74531174235,950,1860,8,19.29336,35.42363,27.43709,46.75029,72.98991,60.38093,85.30755,35.20717,30.38834,39.91466,NA,27.47489,11.00999,7.66851,14.28797,5.48403,6.45559,40.19496,NA,NA,NA,NA,0.98104,NA,NA,NA,11296173,5644831,5651342,880926,1783612,902686,755190,1526609,771419,NA,2312351,1142413,1169938,93.52223,35.60847,60.57332,14.63418,5.57195,9.4784,0.47655,0.18144,0.30865,4.57838,11.94795,NA,93.38744,243.70846,NA,52.87112,137.97508,NA
"Spain",0.9445,0.964,0.9254,13.11,13.22,13.01,514,513,514,0.9969,0.9972,0.9967,0.743,0.757,0.729,NA,86.10723553,481.392612675476,478.135910517175,484.568195214048,495.5764,505.684719938288,485.441144637477,483.252042725488,482.033794132677,484.439946553019,1419041949909.82,30370.8923252247,39715.4390594866,29340,39800,10,101.37004,99.82257,100.57255,13.13172,102.71029,103.58476,101.891,97.27171,97.64003,96.92663,31.44794,11.56883,126.0045,126.8802,125.17477,96.87779,96.05046,29.76093,88.85301,97.02816,81.05325,20.45893,4.20911,79.5867004394531,80.7048034667969,80.1184997558594,46719000,23767000,22952000,1434981,2967048,1532067,1319375,2716948,1397573,12.03248,4808724,2328336,2480388,19349.57771,26807.14622,15653.26973,14030.18892,19437.59867,11350.03228,1.13375,1.57072,0.91717,17.11832,18.88163,21.81691,6285.13494,6932.54968,8010.26217,4557.28967,5026.72375,5808.16249
"Sri Lanka",0.868,0.9282,0.8067,12.97,12.98,12.95,400,NA,NA,0.9912,0.992,0.9904,0.584,NA,NA,NA,34.1133479,NA,NA,NA,NA,NA,NA,NA,NA,NA,88900770857.6351,4102.48135014467,13473.6630942698,4060,13110,11,101.54159,103.5621,102.55794,21.73735,100.16202,99.61806,100.69527,99.10711,96.37613,98.13976,3.076,17.52875,100.33522,102.63212,98.04097,91.03783,89.82158,7.28877,19.63024,23.44222,15.7993,8.82431,2.11189,81.9412994384766,86.763801574707,84.1048965454102,21757000,11316000,10441000,843225,1706540,863315,1364216,2731400,1367184,29.76096,3771108,1873243,1897865,1837.70179,2815.54655,1276.72855,560.53474,858.79639,389.42701,0.63052,0.96602,0.43805,6.80575,6.69913,28.13154,915.36683,901.02686,3783.66465,279.20466,274.83069,1154.09121
"St. Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.71019081,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010822222.22222,19275.4185126566,30207.7902129967,18340,28530,12,99.45055,96.73025,98.08482,13.87277,108.73554,107.09163,110.38339,93.7852,NA,NA,22.61555,7.9222,106.91421,108.65823,105.12953,98.00256,96.26943,5.60479,86.68149,115.88089,57.72638,73.48917,2.60631,NA,NA,NA,53000,NA,NA,2489,4961,2472,1834,3672,1838,7.6427,8707,4362,4345,8.28253,21.82222,5.94824,5.21787,13.61259,3.7473,0.55728,1.4195,0.40022,5.22032,17.55246,5.84161,1515.28131,5226.87989,1695.62034,954.6049,3260.50122,1068.21582
"St. Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.81524478,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921848222.22222,10566.0497458462,13881.3721333448,9560,12990,10,92.43336,97.30413,94.89362,14.73909,102.59824,103.15652,102.05436,95.39814,96.08382,94.73013,6.17362,11.14556,89.36041,89.4392,89.28248,81.31252,80.91649,3.09532,14.06653,18.6856,9.4399,47.65311,3.67959,NA,NA,NA,183000,93000,90000,7566,15335,7769,6296,12679,6383,7.71379,23059,11401,11658,31.68488,36.38789,0,23.35802,26.82507,0,1.2904,1.48193,0,14.70984,19.97444,0,1996.02379,2710.39311,0,1471.46398,1998.09534,0
"St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.39426119,NA,NA,NA,NA,NA,NA,NA,NA,NA,811300000,7361.4009618002,12287.9755049588,7340,12160,12,111.22931,100.11312,105.54913,14.39258,113.40437,112.74018,114.05903,93.58439,90.18621,90.69016,11.20624,13.8727,107.22641,108.67497,105.87489,89.47196,87.44717,28.27284,23.66992,29.77217,17.78631,NA,5.68122,NA,NA,NA,111000,54000,56000,5764,11570,5806,4342,8978,4636,NA,20785,10192,10593,28.43386,24.30998,3.78503,17.04489,14.5728,2.42852,2.0963,1.79226,0.35649,17.50517,20.13922,NA,2154.40654,2478.58664,NA,1291.47503,1485.8072,NA
"Sub-Saharan Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4153314962698,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709948446225.32,1585.77214781685,3987.50398668531,1517.05368579275,3847.71872683966,NA,67.08111,70.45453,68.78364,37.36194,97.83594,95.69573,99.92936,NA,NA,NA,13.82429,21.60546,43.40879,40.731,46.04167,35.58426,37.16512,20.62631,9.38955,8.07307,10.69696,NA,4.4985499382019,NA,NA,NA,1106960000,554612000,552345000,87720044,177401141,89681097,72415345,146066106,73650761,NA,210608916,104082155,106526761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sub-Saharan Africa (excluding high income)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4122688605177,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708356764548.15,1584.43823372274,3985.11872836718,1515.78768836464,3845.4496416704,NA,67.07906,70.45297,68.78184,37.36509,97.83581,95.69534,99.92948,NA,NA,NA,13.8244,21.60801,43.40641,40.7283,46.03959,35.58147,37.16256,20.62722,9.38901,8.07203,10.69692,NA,4.4985499382019,NA,NA,NA,1106863000,554565000,552295000,87715551,177391918,89676367,72410859,146056948,73646089,NA,210594329,104075035,106519294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sub-Saharan Africa (IDA & IBRD countries)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.08111,70.45453,68.78364,37.36194,97.83594,95.69573,99.92936,NA,NA,NA,13.82429,21.60546,43.40879,40.731,46.04167,35.58426,37.16512,20.62631,9.38955,8.07307,10.69696,NA,NA,NA,NA,NA,NA,NA,NA,87720044,177401141,89681097,72415345,146066106,73650761,NA,210608916,104082155,106526761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudan",0.7818,0.8105,0.753,7.28,NA,NA,380,389,371,0.9368,0.9421,0.9317,0.379,NA,NA,NA,30.87029573,NA,NA,NA,NA,NA,NA,NA,NA,NA,40851536133.7642,977.273635724417,4767.68982660282,1560,4430,8,60.41364,62.92934,61.68764,NA,76.81606,74.41109,79.15745,60.00534,58.91671,61.06519,9.0696,NA,46.62174,46.95738,46.29423,31.4995,32.25343,20.34699,16.91901,17.06071,16.78053,17.95041,NA,56.4440994262695,69.5193023681641,63.6684989929199,42813000,21425000,21388000,3247465,6584492,3337027,2435724,4932752,2497028,49.84644,8482863,4184916,4297947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.94517397,NA,NA,NA,NA,NA,NA,NA,NA,NA,3590753768.84422,6234.04492230646,15510.4646355856,5210,13820,6,90.34079,80.32234,85.14813,13.39335,108.84212,108.70755,108.96732,86.02531,87.72937,84.43989,1.78017,11.97658,82.26363,88.63937,67.06223,57.78983,52.04255,1.15738,NA,NA,NA,NA,NA,61.4000015258789,85.7900009155273,74.629997253418,581000,289000,292000,30073,62390,32317,34272,71180,36908,NA,62162,29959,32203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden",0.9481,0.9602,0.9364,13.89,13.88,13.91,525,531,519,0.9972,0.9974,0.9969,0.8,0.815,0.786,NA,92.14167705,502.387702056848,503.01281406083,501.763165996711,505.785220598165,522.955079748113,488.631180812805,499.444690059301,503.246849912006,495.646033307722,556086488936.559,54608.3602546906,53208.8843603785,55490,54030,10,104.30685,106.41404,105.38628,12.23325,126.57538,127.44611,125.75098,99.18177,NA,NA,10.46957,13.07043,152.86068,157.90701,148.11767,99.06336,99.80837,17.83538,66.98824,82.07651,52.72135,9.5857,7.66993,82.4476013183594,85.4863967895508,83.7573013305664,10251000,5118000,5133000,342369,704519,362150,309038,634332,325294,12.28346,1149834,559518,590316,9005.37377,10232.76642,8998.17591,9470.18628,10760.93082,9462.6169,1.8489,2.1009,1.84743,21.74093,23.75742,43.24651,10671.33449,11661.10616,21227.14442,11222.13559,12262.99434,22322.78381
"Switzerland",0.9521,0.964,0.9406,13.29,13.26,13.32,524,525,523,0.9958,0.9962,0.9954,0.767,0.774,0.762,NA,89.68614767,515.314713126144,511.596413300341,518.658138560747,483.929405145339,500.035214169012,469.447363874503,495.276287968577,495.452326526029,495.117997400837,705140354166.312,82796.5471631285,68060.9410452501,84410,68820,11,98.73053,95.66293,97.15868,9.92873,105.19068,104.82491,105.53818,93.19583,93.57616,93.82062,5.47583,9.82943,102.48743,100.17495,104.68979,85.32946,86.66088,12.02145,59.56299,60.32979,58.82378,14.85739,5.11332,80.4216003417969,81.9280014038086,81.2753982543945,8580000,4325000,4255000,239912,492580,252668,289894,592793,302899,8.72723,901466,439328,462138,7959.12258,9608.08692,7149.40839,9920.10844,12334.3713,8910.89512,1.48021,1.81433,1.32963,24.78876,24.45516,37.4052,15918.31679,15636.38081,24020.07234,19840.30617,20073.18713,29938.1898
"Syrian Arab Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.25340193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,71.91807,72.65171,72.29299,NA,81.66355,80.203,83.06492,67.96461,67.03999,68.85176,3.9372,NA,52.53156,52.38136,52.67416,48.50187,48.90337,3.59591,40.05115,42.79074,37.47059,3.32213,NA,NA,NA,NA,17070000,8516000,8555000,1064211,2169676,1105465,953886,1949873,995987,64.40642,3241394,1587999,1653395,NA,NA,NA,NA,NA,NA,2.06836,1.72909,NA,16.88861,14.24563,NA,NA,NA,NA,NA,NA,NA
"Tajikistan",0.868,0.8979,0.8374,10.79,10.37,11.2,444,448,441,0.9664,0.9703,0.9628,0.533,0.529,0.536,NA,21.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,7522947810.12326,826.621530538704,3449.77931578962,1010,4050,9,94.67419,95.13742,94.91239,22.30051,100.85744,100.26503,101.41683,98.28703,96.01297,97.14264,1.1395,15.43893,88.50042,83.80613,92.97615,83.21746,87.47726,1.24885,31.25656,26.85371,35.47167,1.15776,5.23139,NA,NA,NA,9321000,4623000,4698000,407519,838709,431190,574391,1180485,606094,16.65888,1633776,794117,839659,NA,NA,125.43345,NA,NA,40.86661,NA,NA,0.52029,NA,NA,19.56957,NA,NA,558.06734,NA,NA,181.82008
"Tanzania",0.7923,0.8136,0.7703,7.76,7.84,7.67,388,395,382,0.946,0.9497,0.9424,0.4,0.41,0.39,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58001200572.3965,1060.99461489421,3240.26293721191,1020,3140,7,72.82418,64.66072,68.70373,50.63304,94.16869,95.39328,92.97081,81.32921,82.84537,79.84613,3.90007,20.86254,29.43508,30.12852,28.75113,26.54777,25.79293,18.04669,4.01016,2.8033,5.20955,34.72267,3.69644,87.8488006591797,97.140998840332,94.3313980102539,58005000,29025000,28981000,5445956,11015828,5569872,3763853,7584570,3820717,34.44989,10737827,5309703,5428124,1988.92326,739.25158,865.94785,759.97693,282.4715,330.88274,1.66368,0.61836,0.72434,9.52422,14.94763,631.6187,241.88299,379.61946,13191.48262,92.42463,145.05438,4391.1192
"Thailand",0.8545,0.9089,0.8007,12.37,12.1,12.62,436,444,427,0.9905,0.9915,0.9895,0.604,0.614,0.591,NA,56.81748093,418.5555016796,426.031218434408,410.060180873298,392.888640988081,411.108620232763,372.183660603667,425.813449977136,435.15157375153,415.201710689206,504992757704.997,7273.56320732092,19051.3333817112,6610,18200,9,94.13262,92.74821,93.42047,16.63844,99.77436,99.77536,99.77342,NA,NA,NA,21.53314,25.94603,117.73881,116.51349,118.90223,77.27069,77.01047,10.5596,49.28681,57.76924,41.04878,15.64301,4.12402,82.7120971679688,85.3919982910156,83.8126983642578,69626000,35721000,33905000,2352531,4848042,2495511,2544574,5227173,2682599,24.64362,7494139,3639487,3854652,17696.08762,12835.31938,6695.68637,7125.57898,5168.32217,2696.11245,1.69522,1.22958,0.64142,23.31561,17.99841,18.17357,3571.63367,2757.11098,2783.943,1438.16862,1110.18958,1120.99387
"Timor-Leste",0.8544,0.881,0.8295,9.86,10.15,9.58,371,378,366,0.9524,0.9565,0.9485,0.434,0.472,0.433,NA,27.49273173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.581e+09,2035.53390768881,7658.43499648981,1820,7010,9,106.34414,101.42288,103.84591,26.94886,115.30781,113.211,117.33488,92.30953,92.9498,91.69055,12.90163,26.54835,83.61746,87.02535,80.30131,62.73563,58.58363,24.57839,17.75373,14.81589,20.62519,NA,4.12844,61.8961982727051,76.3062973022461,70.826301574707,1293000,640000,654000,90735,184592,93857,91910,186363,94453,NA,279055,137305,141750,140.14206,64.39826,8.87897,70.58376,32.43474,4.47197,1.74642,0.80251,0.11065,8.34206,7.92381,13.81482,570.03772,541.45759,1218.63442,287.1044,272.70977,505.20132
