# The World Bank's Databank
# Data from database: Education Statistics - All Indicators
# Source: https://databank.worldbank.org/home.aspx
# Last Updated: 04/21/2020
#
# A "wide" version of `edstats_2019.csv` (the most recent indicators).
"CountryName","HD.HCI.AMRT","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.EYRS","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.HLOS","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.MORT","HD.HCI.MORT.FE","HD.HCI.MORT.MA","HD.HCI.OVRL","HD.HCI.OVRL.FE","HD.HCI.OVRL.MA","IT.CMP.PCMP.P2","IT.NET.USER.P2","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","NY.GDP.MKTP.CD","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GNP.PCAP.CD","NY.GNP.PCAP.PP.CD","SE.COM.DURS","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SE.PRM.CMPT.ZS","SE.PRM.ENRL.TC.ZS","SE.PRM.ENRR","SE.PRM.ENRR.FE","SE.PRM.ENRR.MA","SE.PRM.NENR","SE.PRM.NENR.FE","SE.PRM.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.ENRL.TC.ZS","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.SEC.NENR","SE.SEC.NENR.MA","SE.SEC.PRIV.ZS","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","SE.TER.PRIV.ZS","SE.XPD.TOTL.GD.ZS","SL.TLF.ADVN.FE.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.ZS","SP.POP.TOTL","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.MA.IN","UIS.PTRHC.56","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","UIS.X.PPP.1.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.1.FSGOV","UIS.X.US.2T3.FSGOV","UIS.X.US.5T8.FSGOV","UIS.XGDP.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.XGDP.56.FSGOV","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.US.5T8.FSGOV.FFNTR"
"Gabon",0.7725,0.7955,0.752,8.26,8.54,7.93,456,454,458,0.9517,0.9565,0.9472,0.453,0.468,0.439,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,16853589311.4139,7952.52589277651,17875.7611482905,6830,16700,10,NA,NA,NA,24.53098,139.93363,137.68581,142.14775,NA,NA,NA,43.85839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66667,NA,NA,NA,2173000,1066000,1106000,123863,250029,126166,139543,281095,141552,NA,440767,218529,222238,257.71994,255.10409,333.4478,141.73165,140.29308,183.37776,0.77961,0.7717,1.00869,4.71526,NA,NA,754.96684,NA,NA,509.03639,NA,NA
"Gambia, The",0.7446,0.7716,0.716,8.96,9.27,NA,338,340,336,0.9364,0.9415,0.9316,0.397,0.41,NA,NA,19.83645444,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632823198.95828,716.118488979126,2612.00099501428,710,2570,9,71.70182,66.87829,69.27261,36.13813,98.01438,102.46346,93.64235,76.81635,80.63495,73.06389,30.03428,NA,50.12895,49.06649,51.18452,NA,NA,NA,2.72461,2.24482,3.20948,40.012,2.43275,59.5578002929688,90.25830078125,84.92919921875,2348000,1183000,1164000,182642,368560,185918,151963,304846,152883,23.15278,511350,253728,257622,39.34787,23.13833,7.98298,16.62211,9.77455,3.37233,1.19228,0.70111,0.24189,8.36129,14.01971,97.49279,132.2918,213.07728,1466.65068,55.88532,74.41489,465.72426
"Georgia",0.8519,0.9233,0.7789,12.48,12.66,12.31,445,455,435,0.9892,0.9905,0.9879,0.614,0.643,0.554,NA,63.96862952,397.586355244177,399.811432296501,395.546248571091,379.752540646346,399.472084892405,361.672279666354,382.663606351912,390.020392698051,375.918388741783,17599660629.0202,4717.14302573577,12004.5738332821,4440,11500,9,96.34048,94.76691,95.50823,8.98194,98.63084,99.22566,98.09428,96.43624,98.19462,97.60081,10.33442,7.57537,105.97872,106.77726,105.27257,95.94754,95.15542,10.16457,63.9155,68.11851,60.1599,34.76519,3.84974,65.7912979125977,80.2717971801758,72.1043014526367,3721000,1947000,1774000,151654,318777,167123,125076,266170,141094,7.44479,441970,209064,232906,209.24872,195.7794,154.39007,107.92321,100.9762,58.51245,0.68105,0.63722,0.38798,8.84112,NA,10.02091,728.46777,NA,1069.64996,375.71833,NA,405.38776
"Germany",0.9313,0.953,0.9105,13.89,13.79,13.89,528,529,528,0.9963,0.9966,0.9959,0.795,0.802,0.783,NA,89.73912104,500.043780166766,496.24632135339,503.307917096999,498.279256429592,512.208992041903,486.305837710635,502.9889028235,503.565806085416,502.493020883778,3947620162502.96,47603.0276328757,53074.5401181641,47090,54560,13,99.11704,98.51218,98.80514,12.30285,104.02236,104.1598,103.89301,90.14286,91.32272,89.56259,4.98722,11.97424,98.40928,95.2235,101.3858,85.29882,85.86768,9.53105,70.24665,70.70689,69.81855,10.00171,4.80093,73.6661987304688,73.2751998901367,73.4419021606445,82806000,41908000,40898000,1414821,2923401,1508580,3413020,7098011,3684991,7.59384,9995282,4823241,5172041,25501.27827,81425.56826,51286.58096,21681.36546,69228.58865,43604.21048,0.62032,1.9807,1.24756,17.44257,22.95939,33.58129,8707.56519,11461.63303,16764.22492,7403.23294,9744.76071,14253.06149
"Ghana",0.763,0.7824,0.7422,11.6,11.68,11.53,307,306,308,0.9507,0.9556,0.9461,0.439,0.446,0.432,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,65556464048.1539,2202.31216442504,4746.68499549277,2130,4650,11,94.60922,93.04157,93.80911,26.99486,104.84141,105.57795,104.13462,86.15823,86.60582,85.72872,27.85281,15.17269,64.57235,64.53446,64.60864,57.24406,56.6328,15.49289,15.69177,13.56528,17.72465,15.80417,3.98944,61.9948997497559,67.7897033691406,65.4306030273438,30418000,15002000,15416000,2125154,4339769,2214615,2159750,4415450,2255700,26.51922,7729097,3784220,3944877,1062.96427,1811.76709,894.82638,522.39855,890.40104,439.76643,0.9746,1.66116,0.82044,5.8331,19.26578,55.08838,233.68476,771.82314,2206.94306,114.84542,379.31593,1084.61204
"Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44447158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,93.88646,90.67797,92.25806,14.17,103.54403,103.72301,103.37159,99.70191,NA,NA,9.7036,15.04762,117.47212,115.74973,119.14226,93.83962,96.0251,7.45931,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,NA,1309,2681,1372,914,1855,941,NA,4578,2248,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global Partnership for Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8950650745453,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745215268507.95,1324.30006947419,3185.18044395422,1266.1784457608,3156.66665785755,NA,74.6188,77.5177,76.09351,34.55041,100.07363,97.44532,102.61546,NA,NA,NA,16.15422,21.72743,48.39618,46.32256,50.40145,42.22265,44.17809,29.62035,11.85246,10.55103,13.12484,NA,NA,NA,NA,NA,1317839747,656852481,660987266,117962403,239938319,121975916,114541967,232987742,118445775,NA,316734352,155224318,161510034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece",0.9374,0.9602,0.9152,12.88,12.74,12.78,474,482,466,0.9947,0.9951,0.9943,0.681,0.694,0.658,NA,72.9520942,451.370343770282,451.20688820073,451.529217827735,457.414394703693,478.786282290375,436.641541838411,451.632741646629,457.35981927973,446.066188831023,218031844583.994,20324.2535641478,29592.1524196167,19770,29670,10,95.91126,97.57852,96.76636,9.38027,99.55348,99.56859,99.53925,98.22037,98.45671,97.99765,5.51963,8.55985,104.49627,101.36929,107.49952,93.34588,94.04781,4.31164,136.60257,136.99724,136.23201,NA,NA,75.5559005737305,76.7574996948242,76.1411972045898,10696000,5446000,5250000,307997,636165,328168,311401,637785,326384,38.7509,1053685,511016,542669,3569.49929,4114.14738,2105.87688,2371.007,2732.78447,1422.13767,1.21452,1.39983,0.7234,19.84831,22.448,9.15107,5413.41633,6122.45402,2461.86963,3595.8119,4066.78364,1662.54617
"Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.48246178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2707146783.13056,48181.874188064,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.07173536,NA,NA,NA,NA,NA,NA,NA,NA,NA,1185925925.92593,10640.496760331,15557.5450365264,9650,14100,12,120.85967,125.02994,123.00123,16.35068,106.85076,105.998,107.65716,95.86628,NA,NA,77.42327,12.81206,120.11834,122.09989,118.21695,87.72998,92.51908,63.10892,104.56188,116.22426,93.20107,100,3.17043,NA,NA,NA,112000,56000,56000,6096,12533,6437,3726,7628,3902,5.71252,19954,9726,10228,16.22695,14.18272,7.03605,11.18963,9.77999,4.85185,0.99297,0.86788,0.43056,8.17698,10.89262,5.19902,1205.21,1605.47007,766.28683,831.07766,1107.08534,528.40905
"Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.50546556,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92e+09,35712.5621350321,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167000,83000,84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala",0.8418,0.8899,0.7909,9.7,9.62,9.77,405,408,402,0.9724,0.9754,0.9696,0.46,0.469,0.45,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,78460447919.9915,4549.01008110721,8462.37400812193,4400,8310,16,79.41379,79.9555,79.69038,20.26228,101.90262,100.54267,103.20519,86.88631,87.03699,86.74199,12.15461,10.49312,52.72243,51.43818,53.9577,43.77665,44.54363,63.00152,21.78329,23.5579,20.04137,42.52415,2.92707,74.258903503418,88.6539001464844,82.0997009277344,17581000,8922000,8660000,1136018,2322292,1186274,957166,1953851,996685,NA,NA,NA,NA,2371.14538,561.97615,592.56936,1276.87857,302.62813,319.10279,1.62742,0.38571,0.40671,11.88315,5.42101,18.05949,1003.82258,457.93699,1406.56318,540.56556,246.60231,708.57742
"Guinea",0.7501,0.7634,0.7364,6.95,6.17,7.72,408,397,417,0.9143,0.9195,0.9092,0.374,0.352,0.377,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,10907214993.5687,878.599613250501,2504.86974463305,850,2460,6,51.20039,67.98479,59.66737,47.14862,91.50917,82.36128,100.52477,76.01588,68.77121,83.15577,30.63966,33.13554,39.33397,31.04083,47.48728,32.20633,38.73981,39.3003,11.55931,6.99001,16.20156,35.11612,2.57251,NA,NA,NA,12771000,6605000,6166000,1019587,2052385,1032798,1023701,2067540,1043839,18.70033,2013464,1000312,1013152,517.82371,175.75349,145.29397,174.28563,59.15393,48.90207,1.58589,0.53826,0.44498,6.81269,8.24883,89.67391,147.64788,160.08216,1740.2704,49.93844,64.93792,705.94713
"Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.930509152,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458156026.16376,777.969921802522,1799.06789098093,750,1800,9,57.28281,73.1238,65.14252,51.92515,118.68518,114.46146,122.92984,71.25324,69.51317,73.00194,27.68834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13249,NA,NA,NA,1921000,982000,939000,152379,306306,153927,127029,254296,127267,NA,427516,212960,214556,34.04796,16.0912,2.06036,14.36601,6.78943,0.86934,1.3737,0.64922,0.08313,2.72782,NA,NA,38.2356,NA,NA,15.21118,NA,NA
"Guyana",0.7924,0.8327,0.7546,12.08,12.45,11.72,346,356,338,0.9687,0.9728,0.9648,0.495,0.521,0.472,NA,37.32583679,NA,NA,NA,NA,NA,NA,NA,NA,NA,3878662620.77146,4979.00218839886,8640.73737016211,4770,8420,6,95.54665,99.16869,97.37594,23.1645,97.81164,96.01876,99.61203,93.09037,90.35653,93.03217,7.13001,20.29138,97.72779,99.2102,96.28949,82.33976,80.3473,7.934,11.62275,15.38762,7.78787,NA,5.88842,80.0721969604492,76.0156021118164,78.4443969726563,783000,390000,393000,41632,85191,43559,37392,74974,37582,13.10207,85202,41790,43412,47.91655,52.1433,7.93842,27.82584,30.28038,4.60996,0.9724,1.05818,0.1611,7.774,9.30185,13.7399,507.11785,606.78316,896.28791,294.49071,352.36781,520.48742
"Haiti",0.7627,0.7934,0.7313,11.38,11.45,11.33,345,355,337,0.9283,0.9343,0.9227,0.446,0.463,0.432,NA,32.47362713,NA,NA,NA,NA,NA,NA,NA,NA,NA,9658721168.86849,868.34202469407,1866.61758904114,800,1880,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78047,61.0811996459961,78.1483001708984,70.9182968139648,11263000,5705000,5558000,721936,1469035,747099,802443,1619282,816839,NA,1464834,719770,745064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heavily indebted poor countries (HIPC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3528385868905,NA,NA,NA,NA,NA,NA,NA,NA,NA,729217800806.705,934.613745816671,2530.64447697397,925.845309739161,2457.48294370244,NA,64.92895,68.1693,66.56745,39.66142,100.87377,98.14653,103.54449,80.40995,78.14911,82.62392,13.41082,21.37058,41.21096,37.88848,44.47756,32.8487,35.18121,21.16477,8.89416,7.30499,10.47029,NA,4.52308487892151,NA,NA,NA,801709000,401828000,399877000,63783141,128916330,65133189,54015903,108955661,54939758,NA,144643091,71498378,73144713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.0157729115482,NA,NA,NA,NA,NA,NA,NA,NA,NA,54205741387665,44786.5796621349,50630.9621222157,44275.2246624646,50985.7502372799,NA,97.89119,98.16916,98.03242,14.03652,102.23994,102.13416,102.34061,96.15167,96.14082,96.162,12.82763,12.63098,105.75314,105.02394,106.44592,90.81931,90.39525,20.53038,75.10247,83.59516,67.11292,NA,5.12325000762939,72.9029626316565,80.2279998512773,76.3378512688048,1215080000,609504000,604957000,37582546,77073185,39490639,41504728,85191233,43686505,NA,146039988,71197241,74842747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",0.8565,0.8826,0.8298,9.98,10.22,9.75,400,399,401,0.9818,0.9839,0.9798,0.49,0.502,0.478,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,23969890430.7882,2500.11321286023,5138.75245733876,2350,4790,12,82.71174,80.58021,81.62433,25.59773,91.53496,91.50589,91.56288,80.09489,80.92844,79.29462,10.08501,16.65963,52.17891,55.85643,48.64523,43.77822,40.95284,26.10908,26.16422,30.28331,22.18382,45.02338,6.0812,83.5960006713867,90.0679016113281,86.3080978393555,9746000,4877000,4869000,591099,1207110,616011,508959,1038988,530029,21.45735,2458638,1204132,1254506,1077.58744,557.30875,362.9738,527.80781,272.97266,182.93782,2.87287,1.48579,0.87808,21.43893,20.34188,40.93656,913.96721,867.19876,1856.93795,447.66579,424.75837,935.89174
"Hong Kong SAR, China",0.951,0.965,0.9342,13.43,13.43,13.43,562,564,560,0.9907,0.9913,0.9901,0.822,0.833,0.81,NA,89.41594465,551.1542741271,553.996910063517,548.459882103629,524.28311715195,542.079078052537,507.41521842237,516.686129547221,521.247988905728,512.362171874593,362682018243.286,48675.6164599767,64596.5638523698,50300,67810,9,105.68992,103.41798,104.49423,13.34788,108.61767,111.15675,106.39242,95.45476,NA,NA,18.77386,11.22247,107.48979,105.79511,109.07498,96.14117,95.76465,20.4093,76.92223,81.11762,72.89821,17.65546,3.32259,71.8600006103516,78.5400009155273,75.2099990844727,7508000,4056000,3451000,160683,344220,183537,152793,316862,164069,NA,487417,230128,257289,3346.36885,4745.79994,4453.54515,2506.54417,3554.76569,3335.8569,0.73366,1.04048,0.9764,14.82783,22.03149,24.20304,9149.78412,13594.9306,14934.92311,6853.49974,10183.06576,11186.76576
"Hungary",0.8677,0.9169,0.8183,13.01,13.03,12.99,516,517,514,0.9955,0.9958,0.9951,0.703,0.729,0.678,NA,76.07436064,481.082636356244,476.717094016631,485.530236171011,475.986672245033,489.107893220766,462.618816560382,480.911693882286,477.879958719725,484.000415442738,157882912778.254,16161.9805101918,31102.5027541193,14780,29860,13,104.87696,105.21409,105.05003,10.76744,100.80547,100.50428,101.0917,90.83399,90.10324,91.52842,16.73376,10.01652,103.48996,103.56724,103.41694,89.27911,89.05489,22.23213,48.50038,53.91295,43.34087,13.1929,4.71078,69.8610992431641,76.9509963989258,72.9512023925781,9732000,5101000,4631000,186154,381632,195478,378164,777827,399663,13.60645,1243039,605142,637897,2013.27072,4990.86252,1996.04727,962.68139,2386.47014,954.44569,0.76398,1.8939,0.75745,19.06479,23.05651,25.40887,5119.20505,6191.0464,6822.69369,2447.83942,2960.35952,3262.39297
"IBRD only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.25853,95.29148,95.75261,21.996,106.68887,108.71766,104.83406,94.32971,93.9923,94.63818,19.09799,17.23354,83.36442,84.0251,82.76125,73.57131,72.46928,27.09563,42.24329,45.76876,38.99736,NA,NA,NA,NA,NA,NA,NA,NA,197181843,412858263,215676420,227773849,477264977,249491128,NA,700198285,335044247,365154038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iceland",0.9524,0.9632,0.9418,13.4,13.45,13.35,497,504,489,0.9979,0.9981,0.9977,0.74,0.758,0.723,NA,99.01095399,495.187376173876,500.062550451784,490.247935466018,473.974316767345,494.146417749358,453.536299360434,475.024106333758,479.226056292058,470.766764648463,25878475760.1131,73191.1163154337,57303.060783165,67960,55190,10,101.91663,94.53957,98.16384,10.14405,100.35144,100.34877,100.35396,99.83367,99.37185,99.53291,2.82355,NA,117.51671,116.89988,118.11423,91.2734,90.18292,14.73508,71.84501,94.42382,50.60147,21.80108,7.45988,88.7562026977539,92.1978988647461,90.2083969116211,356000,177000,179000,15764,32496,16732,14770,29958,15188,8.71305,45442,22144,23298,367.62616,358.77724,262.0302,431.77724,421.38418,307.7547,2.08427,2.0341,1.48559,22.10298,19.39879,27.31457,11622.25594,10200.32719,14362.62872,13650.34959,11980.29305,16868.91977
"IDA & IBRD total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3002,88.96197,88.64266,25.328,104.11087,104.33357,103.90289,88.61307,87.27028,89.86708,18.21813,18.02335,71.9927,71.52855,72.42458,63.32784,63.41804,27.70486,33.33187,35.18392,31.59636,NA,NA,NA,NA,NA,NA,NA,NA,312692280,647524474,334832194,338704134,702715992,364011858,NA,1005434207,484852777,520581430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDA blend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.84079,81.45536,77.25067,34.26502,93.05331,89.0625,96.86368,70.51198,66.66148,74.17782,23.62258,18.86477,48.10633,45.36359,50.71425,44.93787,46.80114,22.92669,10.30222,9.16547,11.39492,NA,NA,NA,NA,NA,NA,NA,NA,37398411,76567897,39169486,37830539,77616640,39786101,NA,133029064,64807379,68221685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDA only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.49287,73.60674,73.55166,35.97722,102.73635,100.58095,104.84122,81.34393,79.50888,83.13595,13.45267,23.53348,47.85161,46.16495,49.50134,39.94525,42.07594,33.62235,11.69091,10.02354,13.33822,NA,NA,NA,NA,NA,NA,NA,NA,78163158,158202985,80039827,73151414,147940492,74789078,NA,172206858,85001151,87205707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDA total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.25986,76.26928,74.7889,35.45098,99.57528,96.84973,102.21745,NA,NA,NA,16.55957,21.68306,47.91952,45.86932,49.90544,41.64309,43.6993,29.94851,11.22055,9.73328,12.67644,NA,NA,NA,NA,NA,NA,NA,NA,115510437,234666211,119155774,110930285,225451015,114520730,NA,305235922,149808530,155427392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"India",0.8252,0.8638,0.7901,10.17,10.27,10.08,355,362,347,0.9606,0.9596,0.9615,0.44,0.451,0.429,NA,34.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2718732231257.57,2009.97885727039,7762.88176956734,2020,7680,8,93.11261,90.2357,91.5993,32.74955,112.95786,121.12737,105.58101,92.25734,93.02689,91.57047,35.20809,28.52287,75.16113,76.62318,73.85735,61.63147,60.94448,50.51277,28.06055,29.06165,27.17026,58.22413,3.84467,31.5526008605957,79.9310989379883,59.9392013549805,1366418000,656288000,710130000,58936027,123996484,65060457,83719711,177432640,93712929,24.72586,202154392,95821671,106332721,67857.70912,98802.83706,68158.05056,19956.54921,29057.32754,20044.87784,1.09193,1.58988,1.09676,9.79172,16.8546,49.27271,480.73273,827.49076,2419.08515,141.38064,243.36012,711.43857
"Indonesia",0.8276,0.8588,0.7975,12.31,12.41,12.21,403,408,398,0.9746,0.9777,0.9717,0.535,0.55,0.521,NA,39.78748305,378.66813229903,383.446724963073,373.734526797273,370.965381846226,383.432731143398,358.093604021833,396.070054650601,399.476850447326,392.552745754919,1042173300625.55,3893.59607757239,13079.619296594,3840,12670,9,101.63944,102.99028,102.33484,17.03493,106.41082,104.58971,108.13289,93.4963,90.9674,95.88766,22.85452,15.2071,88.91017,90.04094,87.84292,78.73112,77.64231,42.14046,36.31104,38.99366,33.75196,59.3951,3.5836,76.0851974487305,88.2637023925781,81.9134979248047,270626000,134356000,136270000,13495262,27739788,14244526,13592057,28008819,14416762,27.26144,41727304,20268061,21459243,43638.33018,27654.09568,16185.37314,13141.89592,8328.16576,4874.30404,1.52661,0.96743,0.56622,13.28127,10.52216,20.76979,1469.31538,1164.07341,2297.77467,442.49149,350.56638,691.98605
"Iran, Islamic Rep.",0.9209,0.9406,0.9022,11.68,11.65,11.7,432,446,420,0.9851,0.9858,0.9844,0.591,0.602,0.565,NA,70.00455222,NA,NA,NA,NA,NA,NA,NA,NA,NA,454012768723.589,5627.74926845456,21011.2883087802,5470,21050,9,99.08995,99.77029,99.43879,28.52479,110.70754,113.88066,107.69073,99.70291,97.51399,98.33842,11.76776,19.00886,86.31149,84.65444,87.9016,81.37533,82.33494,13.05614,68.11609,62.85649,73.3309,46.14479,3.95536,50.6300010681152,83.5599975585938,67.7600021362305,82914000,41024000,41890000,3767693,7738447,3970754,3281851,6725422,3443571,14.77368,10942954,5331008,5611946,22175.09335,23063.80228,18933.45672,5939.46756,6177.50299,5071.21437,1.30822,1.36065,1.11698,11.11757,17.52858,24.15663,2240.22598,3532.06581,4867.63967,585.4408,923.03878,1272.06581
"Iraq",0.841,0.8743,0.8068,6.89,7.04,6.73,363,377,353,0.9696,0.9727,0.9667,0.398,0.412,0.386,NA,49.35999889,NA,NA,NA,NA,NA,NA,NA,NA,NA,224228010477.889,5834.16621076061,17435.8539331446,5040,17210,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4631996154785,76.8598022460938,64.9774017333984,39310000,19418000,19892000,2779139,5714784,2935645,2454963,5041050,2586087,NA,5568542,2708277,2860265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland",0.9456,0.959,0.9322,13.71,NA,NA,538,537,538,0.9965,0.9968,0.9961,0.806,NA,NA,NA,84.52230206,499.632894037668,496.676173671907,502.623568613612,518.078459119394,529.62490239823,506.399419479229,496.113561872584,496.85137888611,495.367271959745,382487490532.479,78806.431996268,83203.3946770927,61390,67050,10,NA,NA,NA,16.06046,100.85278,100.69429,101.00423,95.78041,97.31237,97.7316,0.59519,NA,125.30712,124.29288,126.28073,98.6613,97.33072,0.28881,77.78062,81.99678,73.74135,3.63106,3.71973,77.742301940918,85.4292984008789,81.2091979980469,4893000,2465000,2428000,273338,558535,285197,155364,317453,162089,15.38655,681847,333500,348347,4655.03812,4434.09909,2442.68534,4171.51932,3973.52922,2188.96361,1.38809,1.3222,0.72838,11.84396,15.8298,15.4857,8352.62758,11163.52799,10920.86061,7485.04016,10003.97235,9786.51082
