# BTC-USD Exchange Rates for 2021
# Based on https://api.bitcoincharts.com/v1/csv/
# dates are 2021-01-01..2021-12-31, in this order
# columns are open, high, low, close, volume, in this order
50581.828,51934.781,50175.809,50700.086,33676814852
50667.648,51171.375,48765.988,50504.797,28479699446
50450.082,50797.164,47358.352,47672.121,29603577251
47642.145,50015.254,47023.699,47243.305,30966005122
47264.633,49458.211,46942.348,49362.508,25775869261
49354.855,50724.867,48725.852,50098.336,21939223599
50114.742,50205.000,45894.848,46737.480,32166727776
46709.824,48431.398,46424.496,46612.633,34638619079
48379.754,49473.957,46671.965,48896.723,36541828520
48900.465,49425.574,47529.879,47665.426,27268150947
47653.730,48004.895,45618.215,46202.145,32902725329
46219.254,47313.828,45598.441,46848.777,26098292690
46853.867,48089.664,46502.953,46707.016,25154053861
46707.063,47401.719,45579.809,46880.277,30961902129
46886.078,49300.918,46698.773,48936.613,27055803928
48937.098,49544.797,48450.941,48628.512,24447979559
48626.344,51332.340,48065.836,50784.539,28223878108
50806.051,51814.027,50514.496,50822.195,24367912228
50854.918,51176.598,50236.707,50429.859,19030650914
50428.691,51196.379,49623.105,50809.516,20964372926
50802.609,51956.328,50499.469,50640.418,24324345758
50679.859,50679.859,47414.211,47588.855,33430376883
47623.871,48119.742,46201.496,46444.711,30049226299
46490.605,47879.965,46060.313,47178.125,26686491018
47169.371,48472.527,45819.953,46306.445,36974172400
